"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SECBESVC","journalArticle","2020","Daikeler, Jessica; Bach, Ruben L.; Silber, Henning; Eckman, Stephanie","Motivated Misreporting in Smartphone Surveys","Social Science Computer Review","","","10.1177/0894439319900936","https://doi.org/10.1177/0894439319900936","Filter questions are used to administer follow-up questions to eligible respondents while allowing respondents who are not eligible to skip those questions. Filter questions can be asked in either the interleafed or the grouped formats. In the interleafed format, the follow-ups are asked immediately after the filter question; in the grouped format, follow-ups are asked after the filter question block. Underreporting can occur in the interleafed format due to respondents? desire to reduce the burden of the survey. This phenomenon is called motivated misreporting. Because smartphone surveys are more burdensome than web surveys completed on a computer or laptop, due to the smaller screen size, longer page loading times, and more distraction, we expect that motivated misreporting is more pronounced on smartphones. Furthermore, we expect that misreporting occurs not only in the filter questions themselves but also extends to data quality in the follow-up questions. We randomly assigned 3,517 respondents of a German online access panel to either the PC or the smartphone. Our results show that while both PC and smartphone respondents trigger fewer filter questions in the interleafed format than the grouped format, we did not find differences between PC and smartphone respondents regarding the number of triggered filter questions. However, smartphone respondents provide lower data quality in the follow-up questions, especially in the grouped format. We conclude with recommendations for web survey designers who intend to incorporate smartphone respondents in their surveys.","2020","2022-01-08 12:52:54","2022-01-08 12:52:54","","0894439319900936-0894439319900936","","","","","","","","","","","","","","","","","","","","","","","","measurement error; DATA QUALITY; MOBILE WEB; PC; DEVICES; filter questions; FILTER QUESTIONS; follow-up questions; misreporting; mobile data quality; motivated underreporting; TABLETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BN86JZG6","journalArticle","2015","Toepoel, Vera; Lugtig, Peter","Online surveys are mixed-device surveys: issues associated with the use of different (mobile) devices in web surveys","methods, data, analyses","","","","https://www.wiso-net.de/document/MDA__45668","","2015","2022-01-08 12:52:54","2022-01-08 12:52:54","","155-162","","2","9","","","","","","","","","","","","","","","","","","","","","Antwortverhalten; response behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7QENV5DC","journalArticle","2016","Revilla, Melanie; Ochoa, Carlos","Open narrative questions in PC and smartphones: is the device playing a role?","Quality & Quantity","","","10.1007/s11135-015-0273-2","https://www.proquest.com/scholarly-journals/open-narrative-questions-pc-smartphones-is-device/docview/1827074964/se-2?accountid=14570","Most survey questions are closed questions, where respondents have to select an answer from a proposed set of alternatives. However, a lot of surveys also include, at least occasionally, some open questions. Open questions that call for elaborated and developed answers, called ""open narrative questions"", are used when the researchers want to go deeper into what the respondents think. This paper compares the answers to open narrative questions when the respondent is participating in a PC survey, in a smartphone-not-optimised survey or in a smartphone-optimised survey. The experiment was carried out in Spain using data collected by the Netquest online access panel. Respondents were assigned randomly to each type of device and survey format, in two successive waves. Because respondents have to type in their answer, we expect differences between devices, linked with the size and the kind of keyboards (i.e. physical versus digital, touch-screen or not). Differences are observed between answers that come from PCs and smartphones for the response time per written character, for the number of total characters and for the use of abbreviations, but not for the non-answer and non-substantive responses. No differences are observed between optimised and not optimised versions for smartphones, except for the response time per character written.","2016","2022-01-08 12:52:54","2022-01-08 12:52:54","","2495-2513","","6","50","","","","","","","","","","","","","","","","","","","","","Data collection; Statistics; Studies; Internet; Smartphones; Telephone communications; Polls & surveys; Research responses; Questionnaires; Hypotheses; DESIGN; 33411:Computer and Peripheral Equipment Manufacturing; Spain; COMPUTER; Experiments; Response time; RESPONSES; Personal computers; Web surveys; Narratives; Keyboards; Mobile optimised questionnaires; MOBILE WEB SURVEYS; Open narrative questions; OPEN-ENDED QUESTIONS; SIZE; 0104:methodology and research technology; Analysis; Interactive computer systems; Israel; research methods/tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JVD7SGM8","conferencePaper","2018","Olmsted-Hawala, Erica; Nichols, Elizabeth; Falcone, Brian; Figueroa, Ivonne J.; Antoun, Christopher; Wang, Lin","Optimal Data Entry Designs in Mobile Web Surveys for Older Adults","","","","10.1007/978-3-319-92034-4_26","https://www.wiso-net.de/document/BEFO__20180718734-BEFO-DOMA-ITEC-ZDEE-TECU","Growing numbers of people are using their mobile phones to respond to online surveys. As a result, survey designers face the challenge of displaying questions and their response options and navigation elements on small smartphone screens in a way that encourages survey completion. The purpose of the present study was to conduct a series of systematic assessments of how older adults using smartphones interact with different user-interface features in online surveys. This paper shares results of three different experiments. Experiment 1 compares different ways of displaying choose-one response options. Experiment 2 compares different ways of displaying numeric entry boxes, specifically ones used to collect currency information (e.g., prices, costs, salaries). Experiment 3 tests whether forward and backward navigational buttons on a smartphone survey should be labeled with words (previous, next) or simply indicated with arrow icons (). Results indicate that certain features such as picker-boxes that appear at the bottom of the screen (iOS devices), fixed formatting of numeric-entry boxes, and icon navigation buttons were problematic. They either had negative impacts on performance (response times and/or accuracy) or only a small percentage of participants preferred these design features when asked to compare them to the other features.","2018-06","2022-01-08 12:52:54","2022-01-08 12:52:54","","335-335","","","10926","","","","","","","","Springer","Cham","","","","","","","","","","","","Rückmeldezeit; Online-Überwachung; Smartphone; Erwachsener; Leitfaden; älterer Mensch; Währung","","Zhou, J.; Salvendy, G.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Human Aspects of IT for the Aged Population. Acceptance, Communication and Participation. ITAP 2018. Lecture Notes in Computer Science, vol 10926.","","","","","","","","","","","","","","",""
"GRZE3AUX","journalArticle","2017","Brosnan, Kylie; Grün, Bettina; Dolnicar, Sara","PC, phone or tablet? Use, preference and completion rates for web surveys","International Journal of Market Research","","","10.2501/IJMR-2016-049","","This study investigates whether it is the case that representativity is undermined if personal computer, tablet and smartphone respondents differ in sociodemographic characteristics and display different survey completion rates. Online market research is struggling with sample representativity. The analysis of more than ten million survey invitations, as well as stated device preference information, suggests that web survey respondents who are members of online panels still mostly use their personal computers, but do express increasing interest in using smartphones and tablets. Survey completion rates do vary across devices, and device use is significantly associated with socio-demographic characteristics and length of membership on a panel. Therefore, researchers must not limit respondents to use a specific device for completing a survey as this may compromise the quality of the survey completion experience, increase non response error and negatively affect representativity.","2017","2022-01-08 12:52:54","2022-01-08 12:52:54","","35-55","","1","59","","","","","","","","","","","","","","","","","","","","","Mobile Devices; mobile devices; QUALITY; online research; Preferences; Tablet Computers; Consumer Attitudes; DESIGN; MOBILE; web surveys; METAANALYSIS; PANELS; MODES; Consumer Research; COMPARING RESPONSE RATES; MAIL SURVEYS; Consumer Surveys; completion rates; device preference; device use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6H8ZNE24","journalArticle","2021","Toepoel, Vera; Mathon, Karlijn; Tussenbroek, Puck; Lugtig, Peter","Probing in online mixed-device surveys: Is a research messenger layout more effective than a traditional online layout, especially on mobile devices?","Bulletin of Sociological Methodology/Bulletin de Méthodologie Sociologique","","","10.1177/07591063211019953","https://doi.org/10.1177/07591063211019953","This article compares the effectiveness of a research messenger layout to a traditional online layout with regards to probing. Responses to different types of probes (explanation, elaboration and category selection probes) were examined in terms of length and quality, measured by number of characters, number of themes, and an indicator for response quality. The research messenger layout, regardless of device being used, had a negative effect on both response length, number of themes and response quality. Further, we found that in both the traditional and research messenger layout, using a mobile device negatively affects the number of characters and themes used in probed responses. We conclude that probing is most effective when a traditional survey is completed on a computer. The research messenger layout was not able to generate responses of similar quality compared to the traditional layout, regardless of device being used.","2021","2022-01-08 12:52:54","2022-01-08 12:52:54","","74-95","","1","151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J45DL4L5","journalArticle","2019","Cernat, Alexandru; Liu, Mingna","Radio buttons in web surveys: Searching for alternatives","International Journal of Market Research","","","10.1177/1470785318813520","","Web surveys are struggling to attract and retain respondents due to high burden and competition for the users(') attention. One possible solution to this issue is the improvement of the visual design of surveys. In this article, we evaluate the impact of visual aids such as smiley faces, stars, hearts, and thumbs as alternatives to traditional radio buttons. We use an experimental design in a nonprobability online survey to investigate how the new designs compare with radio buttons and how the results might interact with device used for completion (PC vs mobile), the use of labels, the type of response scale (bipolar vs unipolar), and the number of response categories (5 vs 7 point). While we do not find big differences in response, quality and experience, there seem to be some indication that the use of smiley faces leads to worse data quality.","2019","2022-01-08 12:52:54","2022-01-08 12:52:54","","266-286","","3","61","","","","","","","","","","","","","","","","","","","","","experimental design; response scales; web surveys; DATA QUALITY; VISUAL ANALOG SCALES; gamification; mobile survey; SURVEY DESIGN; visual design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJST6GXA","journalArticle","2019","Lugtig, Peter; Toepoel, Vera; Haan, Marieke; Zandvliet, Robbert; Klein Kranenburg, Laurens","Recruiting Young and Urban Groups into a Probability-Based Online Panel by Promoting Smartphone Use","methods, data, analyses","","","","https://www.wiso-net.de/document/SSOA__63138","A sizable minority of all web surveys are nowadays completed on smartphones. People who choose a smartphone for Internet-related tasks are different from people who mainly use a PC or tablet. Smartphone use is particularly high among the young and urban. We have to make web surveys attractive for smartphone completion in order not to lose these groups of smartphone users. In this paper we study how to encourage people to complete surveys on smartphones in order to attract hard-to-reach subgroups of the population. We experimentally test new features of a survey-friendly design: we test two versions of an invitation letter to a survey, a new questionnaire lay-out, and autoforwarding. The goal of the experiment is to evaluate whether the new survey design attracts more smartphone users, leads to a better survey experience on smartphones and results in more respondents signing up to become a member of a probability-based online panel. Our results show that the invitation letter that emphasizes the possibility for smartphone completion does not yield a higher response rate than the control condition, nor do we find differences in the socio-demographic background of respondents. We do find that slightly more respondents choose a smartphone for survey completion. The changes in the layout of the questionnaire do lead to a change in survey experience on the smartphone. Smartphone respondents need 20% less time to complete the survey when the questionnaire includes autoforwarding. However, we do not find that respondents evaluate the survey better, nor are they more likely to become a member of the panel when asked at the end of the survey. We conclude with a discussion of autoforwarding in web surveys and methods to attract smartphone users to web surveys.","2019","2022-01-08 12:52:55","2022-01-08 12:52:55","","291-306","","2","13","","","","","","","","","","","","","","","","","","","","","Mobiltelefon; Datengewinnung; data capture; online survey; Online-Befragung; panel; Panel; sample; Stichprobe; survey research; Umfrageforschung; Datenqualität; data quality; cell phone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UFA7KL85","journalArticle","2013","Mavletova, Aigul; Couper, Mick P.","Sensitive Topics in PC Web and Mobile Web Surveys: Is There a Difference?","Survey Research Methods","","","","","A large number of findings in survey research suggest that responses to sensitive questions are situational and can vary in relation to context. The methodological literature demonstrates that social desirability biases are less prevalent in self-administered surveys, particularly in Web surveys, when there is no interviewer and less risk of presenting oneself in an unfavorable light. Since there is a growing number of users of mobile Web browsers, we focused our study on the effects of different devices (PC or cell phone) in Web surveys on the respondents' willingness to report sensitive information. To reduce selection bias, we carried out a two-wave cross-over experiment using a volunteer online access-panel in Russia. Participants were asked to complete the questionnaire in both survey modes: PC and mobile Web survey. We hypothesized that features of mobile Web usage may affect response accuracy and lead to more socially desirable responses compared to the PC Web survey mode. We found significant differences in the reporting of alcohol consumption by mode, consistent with our hypothesis. But other sensitive questions did not show similar effects. We also found that the presence of familiar bystanders had an impact on the responses, while the presence of strangers did not have any significant effect in either survey mode. Contrary to expectations, we did not find evidence of a positive impact of completing the questionnaire at home and trust in data confidentiality on the level of reporting. These results could help survey practitioners to design and improve data quality in Web surveys completed on different devices.","2013","2022-01-08 12:52:55","2022-01-08 12:52:55","","191-205","","3","7","","","","","","","","","","","","","","","","","","","","","data quality; BEHAVIOR; INTERNET; DATA-COLLECTION MODE; SOCIAL DESIRABILITY BIAS; PRIVACY; mobile Web surveys; Web surveys; PAPER-AND-PENCIL; sensitive questions; ALCOHOL-CONSUMPTION; CONFIDENTIALITY CONCERNS; DRUG-USE; interview setting; perceived privacy; presence of bystanders; SELF-ADMINISTERED QUESTIONNAIRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9PFJRRSN","journalArticle","2017","Bansal, Harvir S.; Eldridge, James; Halder, Avik; Knowles, Roddy; Murray, Michael; Sehmer, Luke; Turner, David","Shorter interviews, longer surveys Optimising the survey participant experience while accommodating ever expanding client demands","International Journal of Market Research","","","10.2501/IJMR-2017-016","","This paper explores strategies on how to best balance expanding survey length with the need for concise, relevant and engaging surveys, deployed in a device agnostic format. When designing a survey we, as an industry, are often seeking a balance between competing design challenges: clients have diverse and extensive objectives, survey participants have short attention spans and an ever increasing suite of connected devices to choose from. Survey participants are voting with their feet when surveys are not compatible with the device they want to use, whether that is the smart device in their pocket or laptop they are working on, and this is very real for online panels. We are seeing increased abandon rates, with the effects of extended fieldwork times, smaller pools of sample to draw from and the possibility of introducing bias into our data. Having spent much of 2015 working with clients to design more smart-device friendly surveys, Research Now has explored innovative ways to shorten survey length without compromising on the amount of material covered. Following on from work by Johnson et al. (2014), Research Now conducted a piece of primary research exploring survey modularisation as discussed in the current paper. The approach splits questionnaires into modules, with participants receiving only a specific module, a subset of the overall survey. It is expected that a long questionnaire can be split and when applied appropriately, designed properly and implemented effectively data can yield results comparable with a full non-modular survey. Building on previous industry work on this topic, and primary research conducted by Research Now, we discuss our methodology, the results and conclusions from this work, and explore opportunities to automate the approach. The overall goal of this study and resulting paper is to explore how adapting survey research in this way improves rather than complicates the lives of both researchers and research participants. If we are not able to shorten our surveys, then survey modularisation may prove to be our best hope for a complete, representative dataset and we need to ensure that this is achieved accurately, confidently and efficiently at scale.","2017","2022-01-08 12:52:55","2022-01-08 12:52:55","","221-238","","2","59","","","","","","","","","","","","","","","","","","","","","DESIGN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4VBNFUSI","journalArticle","2019","Antoun, Christopher; Conrad, Frederick G.; Couper, Mick P.; West, Brady T.","Simultaneous estimation of multiple sources of error in a smartphone-based survey","Journal of Survey Statistics and Methodology","","","10.1093/JSSAM/SMY002","","Although web surveys in which respondents are encouraged to use smartphones have started to emerge, it is still unclear whether they are a promising alternative to traditional web surveys in which most respondents use desktop computers. For sample members to participate in smartphone-based surveys, they need to have access to a smartphone and agree to use it to complete the survey; this raises concerns about coverage and nonresponse, as well as measurement if those who agree to participate have any difficulty using smartphones. In an analysis of data from a smartphone versus desktop (within-subjects) experiment conducted in a probability-based web panel, we compare estimates produced by the smartphone web survey (one condition) and PC web survey (other condition). We estimate mode effects and then examine the extent to which these effects are attributable to coverage, nonresponse, and measurement errors in the smartphone-based survey. While mode effects were generally small, we find that the smartphone web survey produced biased estimates relative to PC web for a subset of survey variables. This was largely due to noncoverage and, to a lesser extent, nonresponse. We find no evidence of measurement effects. Our findings point to the trade-off of the advanced data collection opportunities of smartphones and the potential selection errors that such devices may introduce.","2019","2022-01-08 12:52:55","2022-01-08 12:52:55","","93-117","","1","7","","","","","","","","","","","","","","","","","","","","","QUALITY; BIAS; PC WEB; COMPUTER; SENSITIVE TOPICS; SELECTION; MOBILE WEB SURVEYS; Coverage error; Measurement error; Mobile web survey; Nonresponse error; Total survey error","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LEHK8WFL","journalArticle","2021","Maineri, Angelica M.; Bison, Ivano; Luijkx, Ruud","Slider Bars in Multi-Device Web Surveys","Social Science Computer Review","","","10.1177/0894439319879132","https://doi.org/10.1177/0894439319879132","This study explores some features of slider bars in the context of a multi-device web survey. Using data collected among the students of the University of Trento in 2015 and 2016 by means of two web surveys (N = 6,343 and 4,124) including two experiments, we investigated the effect of the initial position of the handle and the presence of numeric labels on answers provided using slider bars. It emerged that the initial position of the handle affected answers and that the number of rounded scores increased with numeric feedback. Smartphone respondents appeared more sensitive to the initial position of the handle but also less affected by the presence of numeric labels resulting in a lower tendency to rounding. Yet, outcomes on anchoring were inconclusive. Overall, no relevant differences have been detected between tablet and PC respondents. Understanding to what extent interactive and engaging tools such as slider bars can be successfully employed in multi-device surveys without affecting data quality is a key challenge for those who want to exploit the potential of web-based and multi-device data collection without undermining the quality of measurement.","2021","2022-01-08 12:52:55","2022-01-08 12:52:55","","573-591","","4","39","","","","","","","","","","","","","","","","","","","","","College students; Data collection; Internet; Education--Computer Applications; Data quality; Polls & surveys; SMARTPHONE; mobile surveys; DESIGN; MOBILE; web surveys; Bars; Labels; multi-device surveys; Rounding; slider question; sliders; survey experiment; COMPUTER; DATA QUALITY; FORMATS; RADIO BUTTON SCALES; RELIABILITY; VISUAL ANALOG SCALES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CMAMMVD9","journalArticle","2018","Toepoel, Vera; Funke, Frederik","Sliders, visual analogue scales, or buttons: Influence of formats and scales in mobile and desktop surveys","Mathematical Population Studies","","","10.1080/08898480.2018.1439245","","In an experiment dealing with the use of personal computer, tablet, or mobile, scale points (up to 5, 7, or 11) and response formats (bars or buttons) are varied to examine differences in mean scores and nonresponse. The total number of not applicable answers does not vary significantly. Personal computer has the lowest item nonresponse, followed by mobile and tablet, and a lower mean score than for mobile. Slider bars showed lower mean scores and more nonresponses than buttons, indicating that they are more prone to bias and difficult in use. Sider bars, which work with a drag-and-drop principle, perform worse than visual analogue scales working with a point-and-click principle and buttons. Five-point scales have more nonresponses than eleven-point scales. Respondents evaluate 11-point scales more positively than shorter scales.","2018","2022-01-08 12:52:55","2022-01-08 12:52:55","","112-122","","2","25","","","","","","","","","","","","","","","","","","","","","visual analogue scales; mobile surveys; DESIGN; WEB SURVEYS; RELIABILITY; questionnaire design; OPTIMAL NUMBER; RATING-SCALES; Likert scale; POINTS; response formats; slider bars","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3UMU6R3","journalArticle","2019","Skeie, Magnus A.; Lindhjem, Henrik; Skjeflo, Sofie; Navrud, Ståle","Smartphone and tablet effects in contingent valuation web surveys - No reason to worry?","Ecological Economics","","","10.1016/j.ecolecon.2019.106390","","Stated preference (SP) web surveys are increasingly completed on mobile devices such as smartphones and tablets instead of computers. Due to differences in technical attributes and response contexts of the devices, this trend may affect the quality of the survey data and elicited welfare measures. Little is known of such device effects in SP research. In the first such study of its kind, we compare willingness to pay (WTP) and response quality between devices in a large, national contingent valuation survey. Propensity score matching is used to distinguish device effects from observed sample composition effects due to self-selection. We find significantly higher WTP for smartphone respondents in the first out of four sequential WTP questions, and no differences for tablets. Concerning data (response) quality, results are mixed, but not consistently lower for smartphones and tablets compared to computers. Measured by indicators of response randomness, shares of don't know and protest zeros, smartphone responses even show signs of higher quality. Only in terms of the extent of internal scope sensitivity, do smartphones and tablets fare somewhat worse than computers. Overall, our results do not indicate substantial loss of response quality or differences in welfare measures for mobile devices.","2019","2022-01-08 12:52:55","2022-01-08 12:52:55","","","","","165","","","","","","","","","","","","","","","","","","","","","Mobiltelefon; Ökosystem; IMPACT; QUALITY; Personal Computer; INTERNET; Umweltökonomik; Zahlungsbereitschaftsanalyse; Mobile device; MOBILE DEVICES; Contingent valuation; Ecosystem services; MAIL; MODES; Propensity score matching; SCOPE; STATED-PREFERENCE SURVEYS; Survey quality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7ZQC48X2","journalArticle","2016","Toninelli, Daniele; Revilla, Melanie","Smartphones vs PCs: Does the Device Affect the Web Survey Experience and the Measurement Error for Sensitive Topics? A Replication of the Mavletova & Couper's 2013 Experiment","Survey Research Methods","","","10.18148/srm/2016.v1012.6274","","More and more respondents use mobile devices to complete web surveys. These devices have different characteristics, if compared to PCs (e.g. smaller screen sizes and higher portability). These characteristics can affect the survey responses, mostly when a questionnaire includes sensitive questions. This topic was already studied by Mavletova and Couper (2013), through a two-wave experiment comparing PCs and mobile devices results for the same respondents in a Russian opt-in panel. We replicated this cross-over design, focusing on an opt-in panel for Spain, involving 1,800 panellists and comparing PCs and smartphones. Our results support most of Mavletova and Couper's (2013) findings (e.g. generally the used device does not significantly affect the reporting of sensitive information), confirming their robustness over the two studied countries. For other results (e.g. trust in data confidentiality), we found differences that can be justified by the diverse context/culture or by the quick changes that are still characterizing the mobile web survey participation.","2016","2022-01-08 12:52:55","2022-01-08 12:52:55","","153-169","","2","10","","","","","","","","","","","","","","","","","","","","","smartphones; BIAS; measurement error; COMPUTERS; MODE; NONRESPONSE; Web surveys; SCREEN SIZE; mobile participation; sensitive questions; survey optimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAVGR2VU","journalArticle","2019","Höhne, Jan K.; Schlosser, Stephan","SurveyMotion: what can we learn from sensor data about respondents' completion and response behavior in mobile web surveys?","International Journal of Social Research Methodology","","","10.1080/13645579.2018.1550279","https://www.proquest.com/scholarly-journals/surveymotion-what-can-we-learn-sensor-data-about/docview/2220295195/se-2?accountid=14570","Participation in web surveys via smartphones increased continuously in recent years. The reasons for this increase are a growing proportion of smartphone owners and an increase in mobile Internet access. However, research has shown that smartphone respondents are frequently distracted and/or multitasking, which might affect completion and response behavior in a negative way. We propose 'SurveyMotion (SMotion)', a JavaScript-based tool for mobile devices that can gather information about respondents' motions during web survey completion by using sensor data. Specifically, we collect data about the total acceleration (TA) of smartphones. We conducted a lab experiment and varied the form of survey completion (e.g. standing or walking). Furthermore, we employed questions with different response formats (e.g. radio buttons and sliders) and measured response times. The results reveal that SMotion detects higher TAs of smartphones for respondents with comparatively higher motion levels. In addition, respondents' motion level affects response times and the quality of responses given. The SMotion tool promotes the exploration of how respondents complete mobile web surveys and could be employed to understand how future mobile web surveys are completed.","2019","2022-01-08 12:52:55","2022-01-08 12:52:55","","379-391","","4","22","","","","","","","","","","","","","","","","","","","","","Respondents; Smartphones; Behavior; smartphones; Telephone communications; Polls & surveys; Internet access; QUALITY; Walking; Participation; Social Sciences: Comprehensive Works; MULTITASKING; response quality; web survey; Reaction time; FORMATS; Acceleration; JavaScript; mobile sensors; passive data collection; GRIDS; PARADATA; PCS; Completion; Owners; Radio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFFVX4VN","journalArticle","2018","Revilla, Melanie; Couper, Mick P.","Testing different rank order question layouts for PC and smartphone respondents","International Journal of Social Research Methodology","","","10.1080/13645579.2018.1471371","https://www.proquest.com/scholarly-journals/testing-different-rank-order-question-layouts-pc/docview/2113030466/se-2?accountid=14570","We studied the impact of different layouts for rank order questions on respondent effort, data quality, and substantive results among PC and smartphone respondents, in an experiment in an opt-in online panel in Spain, using an order-by-click design. We experimentally varied the device, the number of columns, and, for smartphone respondents, the position of the 'next' button in questions on trust in institutions.We found some evidence of lower data quality for smartphone users but no evidence that presenting ranking items in one column performs differently than two columns. We also find little evidence that these effects differ by the number of response options presented or the number to be ranked. The placement of the 'next' button had little effect on performance on ranking items. Overall, our findings suggest that the format and layout of order-by-click questions has little effect on data quality, regardless of device used.","2018","2022-01-08 12:52:55","2022-01-08 12:52:55","","695-712","","6","21","","","","","","","","","","","","","","","","","","","","","Internet; Respondents; Smartphones; data quality; Data quality; Layout; EXPERIENCE; Social Sciences: Comprehensive Works; VALUES; PANELS; SENSITIVE TOPICS; WEB SURVEYS; PARADATA; Web surveys; order-by-click questions; rank order questions; Ranking; smartphone optimization; RATINGS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJYV9BST","journalArticle","2020","Revilla, Melanie; Couper, Mick P.; Bosch, Oriol J.; Asensio, Marc","Testing the Use of Voice Input in a Smartphone Web Survey","Social Science Computer Review","","","10.1177/0894439318810715","https://doi.org/10.1177/0894439318810715","We implemented an experiment within a smartphone web survey to explore the feasibility of using voice input (VI) options. Based on device used, participants were randomly assigned to a treatment or control group. Respondents in the iPhone operating system (iOS) treatment group were asked to use the dictation button, in which the voice was translated automatically into text by the device. Respondents with Android devices were asked to use a VI button which recorded the voice and transmitted the audio file. Both control groups were asked to answer open-ended questions using standard text entry. We found that the use of VI still presents a number of challenges for respondents. Voice recording (Android) led to substantially higher nonresponse, whereas dictation (iOS) led to slightly higher nonresponse, relative to text input. However, completion time was significantly reduced using VI. Among those who provided an answer, when dictation was used, we found fewer valid answers and less information provided, whereas for voice recording, longer and more elaborated answers were obtained. Voice recording (Android) led to significantly lower survey evaluations, but not dictation (iOS).","2020","2022-01-08 12:52:55","2022-01-08 12:52:55","","207-224","","2","38","","","","","","","","","","","","","","","","","","","","","Internet; Smartphones; Education--Computer Applications; data quality; Polls & surveys; Recording; Research responses; Voice; voice recording; mobile web surveys; PROBABILITY-BASED PANEL; COMPUTER; QUESTIONS; dictation; MOBILE DEVICES; PC; RESPONSE QUALITY; speech-to-text; Audio data; Completion time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KAVSJSE2","journalArticle","2015","Huff, Kyle C.","The comparison of mobile devices to computers for web-based assessments","Computers in Human Behavior","","","10.1016/j.chb.2015.03.008","http://www.redi-bw.de/db/ebsco.php/search.ebscohost.com/login.aspx%3fdirect%3dtrue%26db%3dpsyh%26AN%3d2015-20975-025%26site%3dehost-live","This research investigated the completing of a web-based personality assessment using smart phones and computers. Data were collected from 47 undergraduate students using a within subjects design. Results indicated that the usability and the time to complete the assessment of a web-based non-optimized questionnaire is significantly different when completed with a smart phone versus a computer. However, there were no significant differences in personality scores. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","2015","2022-01-08 12:52:55","2022-01-08 12:52:55","","208-212","","","49","","","","","","","","","","","","","","","","","","","","","Mobile Phones; Computer; Computers; INTERNET; PERSONALITY; DESIGN; Personality; Usability; TESTS; Mobile assessment; Personality Measures; Time; ABILITY; EQUIVALENCE; PAPER-AND-PENCIL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
